FMZ1CODE,FMZ2CODE,DMA1CODE,DMA2CODE,METRICCALCULATED,GENID,GISID,SHORTGISID,TWGUID,LIFECYCLESTATUS,NETWORKCODE1,NETWORKCODE2,METERTYPE,SHAPEX,SHAPEY,geometry
ZHAGBH,None,None,None,304.8,25469949,1795829,12HO5,DF1D545E-3C67-427C-8F49-9A2FC3FA6078,LIVE,TF000104,ZHAGBH,UNK,449458.9647,187228.4555,POINT (449458.96470000036 187228.45549999923)
ZBISHW,None,ZBISHW07,None,254,26582355,1796509,12I71,CDAE3D4B-6681-4A9F-ACA0-032A4E4410DA,LIVE,ZBISHW07,ZBISHW,UNK,522565.10000000003,184174.6,POINT (522565.0999999996 184174.59999999963)
ZRIVSE,None,ZRIVSE30,ZRIVSE21,381,21831874,1791241,12E4P,E5DA3118-9357-11D6-9595-0002A54212B3,LIVE,ZRIVSE30,ZRIVSE21,VENT,549044.1,179434.4,POINT (549044.0999999996 179434.40000000037)
ZSTOKE,None,ZSTOKE01,None,254,25453509,1796366,12I32,FFDBFBAA-4506-4B47-B7D3-0E326AF61E11,LIVE,ZSTOKE01,ZSTOKE,UNK,474623.60000000003,197120.4,POINT (474623.5999999996 197120.40000000037)
None,None,None,None,304.8,25720732,1790344,12DFS,86E2E630-41F8-4F41-A6A6-DB358E91AB3E,LIVE,ZWKREGCN,None,UNK,528043.8,181063.2,POINT (528043.7999999998 181063.19999999925)
ZHORNS,None,ZHORNS01,None,450,26737811,1790106,12D96,7F1F096C-9354-11D6-9595-0002A54212B3,LIVE,ZHORNS01,ZHORNS,VENT,529659.2,187750.7,POINT (529659.2000000002 187750.69999999925)
ZHEDSR,None,ZHEDSR01,None,250,14424453,1796022,12HTI,0C99A913-9351-11D6-9595-0002A54212B3,LIVE,TF000054                      ,ZHEDSR,UNK,491048.7,188046.5,POINT (491048.7000000002 188046.5)
ZHORNS,None,ZHORNS01,ZHORNS20,304.8,25150757,1790166,12DAU,7F1F0A13-9354-11D6-9595-0002A54212B3,LIVE,ZHORNS01,ZHORNS20,VENT,529898.8,187883.2,POINT (529898.7999999998 187883.19999999925)
None,None,None,None,450,null,8098361,5ULQH,None,LIVE,ZWKREGCN,ZWKREGCN,FBM,527582.8974,183618.9038,POINT (527582.8974000001 183618.9037999995)
ZKINGP,None,ZKINGP01,None,150,14554563,1796156,12HX8,5BD6BCC9-9352-11D6-9595-0002A54212B3,LIVE,ZKINGP01,ZKINGP,VENT,517628.60000000003,169422.80000000002,POINT (517628.5999999996 169422.80000000075)
ZWOODF,None,None,None,1219.2,15652100,1795944,12HRC,4EDD2D55-9356-11D6-9595-0002A54212B3,LIVE,ZWOODF,ZWKREGEN,UNK,535440.7,188317.2,POINT (535440.7000000002 188317.19999999925)
None,None,None,ZKNOCK06,300,15222555,1795896,12HQ0,F64FD5DA-9354-11D6-9595-0002A54212B3,LIVE,ZWKREGES,ZKNOCK06,VENT,539642,161469.1,POINT (539642 161469.09999999963)
ZRIVSE,None,ZRIVSE15,None,381,21831723,1791619,12EF7,2B115AC6-9358-11D6-9595-0002A54212B3,LIVE,ZRIVSE15,None,VENT,547270,180196.30000000002,POINT (547270 180196.30000000075)
ZCRCHH,None,ZCRCHH10,None,150,null,9880142,6WSKE,None,LIVE,ZCRCHH10,None,None,531724.63008634,188995.28564998,POINT (531724.6300999997 188995.28559999913)
None,None,ZNORWD16,ZNORWD17,101.60000000000001,22033003,1790748,12DR0,8085210D-9355-11D6-9595-0002A54212B3,LIVE,ZNORWD16,ZNORWD17,VENT,536023.1,172485.2,POINT (536023.0999999996 172485.19999999925)
ZCHESS,None,ZCHESS08,None,304.8,16354784,1789393,12CPD,46CCDC3E-9352-11D6-9595-0002A54212B3,LIVE,ZCHESS08,ZCHESS,VENT,515694.3,165192.5,POINT (515694.2999999998 165192.5)
None,ZNORWD,None,ZNORWD35,177.8,22074282,1790671,12DOV,1857B789-9355-11D6-9595-0002A54212B3,LIVE,ZWKREGCS,ZNORWD35,UNK,531774.3989,173031.9348,POINT (531774.3989000004 173031.93480000086)
ZMAIDL,None,None,ZMAIDL32,304.8,26304648,1790792,12DS8,4F5BF928-224C-49EC-89D3-D76971C5645D,LIVE,ZMAIDL,ZMAIDL32,UNK,531650.6802,186644.0783,POINT (531650.6802000003 186644.07829999924)
ZASHDN,None,ZASHDN05,None,228.6,13950473,1789078,12CGM,98192E7F-934A-11D6-9595-0002A54212B3,LIVE,ZASHDN05,ZASHDN,VENT,473562.02755006,218807.58505241,POINT (473562.0275999997 218807.58510000072)
ZBEPRV,None,ZBEPRV01,ZBEPRV09,355,null,7416907,4FZX7,None,LIVE,ZBEPRV01,ZBEPRV09,VENT,533047.35438493,179062.98144047,POINT (533047.3543999996 179062.98139999993)
ZSUR30,None,ZSUR3020,None,304.8,22052543,1789581,12CUL,69662E36-9352-11D6-9595-0002A54212B3,LIVE,ZSUR3020,ZSUR30,VENT,519069.3,169555.6,POINT (519069.2999999998 169555.59999999963)
ZPENHL,None,ZPENHL05,None,200,25116837,1797025,12ILD,39C70FBD-9347-11D6-9595-0002A54212B3,LIVE,ZPENHL05,TF000087,FBM,409598.2,214155.7,POINT (409598.2000000002 214155.69999999925)
None,None,None,None,762,null,7442059,4GICV,None,LIVE,ZWKREGCN,None,None,511014.29745157,171098.59252559,POINT (511014.29750000034 171098.59249999933)
ZRIVSE,None,None,None,700,null,9327184,6KXWG,None,LIVE,ZWKREGES,ZRIVSE,None,550855.1642,176740.1564,POINT (550855.1642000005 176740.15640000068)
ZTILET,None,ZTILET03,ZTILET04,228.6,25839650,1789278,12CM6,D396F6DD-934E-11D6-9595-0002A54212B3,LIVE,ZTILET03,ZTILET04,VENT,465838.3,173889.80000000002,POINT (465838.2999999998 173889.80000000075)
ZELTHM,None,None,None,609.6,22200713,1796001,12HSX,A4026E22-9358-11D6-9595-0002A54212B3,LIVE,ZELTHM,ZWKREGES,UNK,555492.3,171914.9,POINT (555492.2999999998 171914.90000000037)
None,None,None,None,381,25610313,1790276,12DDW,32E48775-9354-11D6-9595-0002A54212B3,LIVE,ZWKREGCN,None,VENT,526451,182376.30000000002,POINT (526451 182376.30000000075)
ZFRNBO,None,ZFRNBO28,None,304.8,22054545,1791703,12EHJ,37A38399-9357-11D6-9595-0002A54212B3,LIVE,ZFRNBO,ZFRNBO28,VENT,541059.5,168234.4,POINT (541059.5 168234.40000000037)
ZHEADN,None,ZHEADN16,None,304.8,13880769,1789130,12CI2,942D00A5-9349-11D6-9595-0002A54212B3,LIVE,ZHEADN16,ZHEADN,VENT,451186,207271.80000000002,POINT (451186 207271.80000000075)
ZNEWXP,None,ZNEWXP06,None,null,null,7317020,4DUVK,None,LIVE,ZNEWXP06,ZNEWXP,VENT,537379.63868794,177030.47974542,POINT (537379.6387 177030.4796999991)
ZFINSB,ZFINSB,ZFINSB97,None,180,26430939,1791398,12E92,B39C6585-4702-40B8-AED6-DDEFA3E23D14,LIVE,ZFINSB97,ZFINSB,UNK,536017.2,181124.5,POINT (536017.2000000002 181124.5)
ZPUTNY,None,ZPUTNY04,ZPUTNY31,101.60000000000001,25254226,1789771,12CZV,698CDA90-9353-11D6-9595-0002A54212B3,LIVE,ZPUTNY04,ZPUTNY31,VENT,524742.7,177266.6,POINT (524742.7000000002 177266.59999999963)
ZEARLB,None,ZEARLB18,ZEARLB19,228.6,16340517,1789952,12D4W,B45AE72A-934F-11D6-9595-0002A54212B3,LIVE,ZEARLB18,ZEARLB19,VENT,476263.4,172503.80000000002,POINT (476263.4000000004 172503.80000000075)
ZWITNY,None,ZWITNY05,None,203.20000000000002,13800735,1789044,12CFO,47EF7E7E-9348-11D6-9595-0002A54212B3,LIVE,ZWITNY05,ZWITNY,VENT,433732.10000000003,209277.2,POINT (433732.0999999996 209277.19999999925)
ZWAL48,None,ZWAL4805,None,200,16320502,1796141,12HWT,46CCEAE7-9352-11D6-9595-0002A54212B3,LIVE,ZWAL4805,ZWAL48,VENT,516186.2,166471.1,POINT (516186.2000000002 166471.09999999963)
None,None,ZNORWD27,None,177.8,22042227,1790035,12D77,B5721649-9354-11D6-9595-0002A54212B3,LIVE,ZNORWD27,ZWKREGCS,VENT,532054,168489.9,POINT (532054 168489.90000000037)
ZWOODF,None,None,None,null,null,9832224,6VRLC,None,DCOM,ZWOODF,None,None,539301.9382,183309.0788,POINT (539301.9381999997 183309.07880000025)
ZCHIGW,None,ZCHIGW65,None,101.60000000000001,16321081,1791879,12EMF,2B1163B0-9358-11D6-9595-0002A54212B3,LIVE,ZCHIGW65,ZCHIGW,VENT,540918.8,191865.1,POINT (540918.7999999998 191865.09999999963)
None,ZBARHT,ZBARHT39,None,304.8,22059033,1790338,12DFM,3B81E808-9354-11D6-9595-0002A54212B3,LIVE,ZBARHT39,ZWKREGCN,VENT,528055.1503,181535.1478,POINT (528055.1502999999 181535.14780000038)
ZCSTWD,None,ZCSTWD05,None,101.60000000000001,21830908,1791674,12EGQ,997708EB-9357-11D6-9595-0002A54212B3,LIVE,ZCSTWD05,ZCSTWD,VENT,542729.9,176474.4,POINT (542729.9000000004 176474.40000000037)
ZHAM42,None,ZHAM4207,None,254,22050517,1789620,12CVO,29EE61BA-9353-11D6-9595-0002A54212B3,LIVE,ZHAM4207,ZHAM42,VENT,527948.6,169639.5,POINT (527948.5999999996 169639.5)
None,None,ZNORWD11,None,177.8,22033069,1790706,12DPU,067F8AAF-9355-11D6-9595-0002A54212B3,LIVE,ZNORWD11,ZWKREGCS,VENT,530187.8,172302.1,POINT (530187.7999999998 172302.09999999963)
ZWOODF,None,ZWOODF112,None,228.6,21876926,1791048,12DZC,785D24F1-9356-11D6-9595-0002A54212B3,LIVE,ZWOODF,ZWOODF112,VENT,538919.1,184332.1,POINT (538919.0999999996 184332.09999999963)
ZELTHM,None,ZELTHM30,None,300,16347286,1791543,12ED3,A4027C13-9358-11D6-9595-0002A54212B3,LIVE,ZELTHM30,None,VENT,556173.5,174437.6,POINT (556173.5 174437.59999999963)
None,None,ZNORWD19,None,127,25529199,1789997,12D65,272BB1ED-8CBB-46DC-907F-6F39D437A3CF,LIVE,ZNORWD19,ZWKREGES,UNK,534038.1,168476.1,POINT (534038.0999999996 168476.09999999963)
ZFINSB,None,ZFINSB92,None,228.6,26488535,1791287,12E5Z,E3F2B154-3718-407B-B512-CFF602BA7E1E,LIVE,ZFINSB92,ZFINSB,UNK,535504.1,184389.6,POINT (535504.0999999996 184389.59999999963)
ZPENHL,None,ZPENHL02,ZPENHL03,100,22165017,1797021,12IL9,39C70C64-9347-11D6-9595-0002A54212B3,LIVE,ZPENHL02,ZPENHL03,UNK,406586.9,219406.2,POINT (406586.9000000004 219406.19999999925)
ZHAM36,None,None,None,762,22171279,1796414,12I4E,CBC92B52-9353-11D6-9595-0002A54212B3,LIVE,ZHAM36,ZWKREGCS,UNK,529939.7,176119.80000000002,POINT (529939.7000000002 176119.80000000075)
ZSEWRD,None,ZSEWRD65,None,203.20000000000002,22057806,1790129,12D9T,8E7364F7-9354-11D6-9595-0002A54212B3,LIVE,ZSEWRD65,ZSEWRD,VENT,529995.4,191443,POINT (529995.4000000004 191443)
None,None,ZBARHT20,None,228.6,25026982,1790227,12DCJ,C08D527F-47A0-4FE8-A8A5-F9A9AC92088A,LIVE,ZBARHT20,ZWKREGCN,UNK,523896,182478.30000000002,POINT (523896 182478.30000000075)
ZHAMPS,None,ZHAMPS02,None,152.4,21898514,1790266,12DDM,3B81DE52-9354-11D6-9595-0002A54212B3,LIVE,ZHAMPS02,ZHAMPS,VENT,526252.5,186472.5,POINT (526252.5 186472.5)
None,ZSUHIL,None,ZSUHIL39,152.4,22055894,1790397,12DH9,F48F175E-9353-11D6-9595-0002A54212B3,LIVE,ZWKREGCN,ZSUHIL39,VENT,522528.8,184158.4,POINT (522528.7999999998 184158.40000000037)
ZFINSB,None,ZFINSB91,None,152.4,21836986,1791220,12E44,31A14484-9356-11D6-9595-0002A54212B3,LIVE,ZFINSB91,ZFINSB,VENT,534958.6,184567.6,POINT (534958.5999999996 184567.59999999963)
ZPUTNY,None,ZPUTNY10,ZPUTNY44,125,null,8195230,5WNHA,None,LIVE,ZPUTNY10,ZPUTNY44,None,526808.93988113,177829.69805342,POINT (526808.9398999996 177829.69810000062)
ZFRNBO,None,None,None,609.6,22200112,1796069,12HUT,37A39E63-9357-11D6-9595-0002A54212B3,LIVE,ZWKREGES,ZWKREGES,UNK,543271.24906125,164135.56305413,POINT (543271.2490999997 164135.56310000084)
ZSEWRD,None,ZSEWRD56,None,127,19081892,1791106,12E0Y,C4BB7F65-9356-11D6-9595-0002A54212B3,LIVE,ZSEWRD56,ZSEWRD,VENT,534641,194020.30000000002,POINT (534641 194020.30000000075)
ZHGHBE,None,ZHGHBE03,None,127,21832706,1791658,12EGA,2B116E6D-9358-11D6-9595-0002A54212B3,LIVE,ZHGHBE03,ZHGHBE,VENT,540696.1,194625,POINT (540696.0999999996 194625)
ZHGHBE,None,None,None,500,null,9660354,6R2Z6,None,LIVE,ZHGHBE,ZWKREGWE,FBM,541127,198077,POINT (541127 198077)
None,None,ZNORWD29,None,152.4,22039787,1790450,12DIQ,1857A58C-9355-11D6-9595-0002A54212B3,LIVE,ZNORWD29,ZWKREGES,VENT,531485,170202.4,POINT (531485 170202.40000000037)
ZTILEH,None,ZTILEH01,ZTILEH11,150,25160533,1789287,12CMF,7E4D31A7-934F-11D6-9595-0002A54212B3,LIVE,ZTILEH01,ZTILEH11,VENT,471096.10000000003,173239.4,POINT (471096.0999999996 173239.40000000037)
ZMAIDL,None,ZMAIDL33,None,304.8,25125762,1790645,12DO5,07C6B2A3-9356-11D6-9595-0002A54212B3,LIVE,ZMAIDL33,ZMAIDL,VENT,532374,186292.7,POINT (532374 186292.69999999925)
ZCHIGW,None,ZCHIGW40,None,127,25261753,1791884,12EMK,2B1174C6-9358-11D6-9595-0002A54212B3,LIVE,ZCHIGW40,ZCHIGW,VENT,541815,191605.2,POINT (541815 191605.19999999925)
ZCRCHH,ZCRCHH,ZCRCHH98,None,228.6,25558317,1790646,12DO6,0042B841-9356-11D6-9595-0002A54212B3,LIVE,ZCRCHH,ZCRCHH98,VENT,532382.1,184877.30000000002,POINT (532382.0999999996 184877.30000000075)
ZPUTNY,None,ZPUTNY20,None,304.8,22077117,1790066,12D82,692DF339-9354-11D6-9595-0002A54212B3,LIVE,ZPUTNY20,ZPUTNY,VENT,529549.8,180249,POINT (529549.7999999998 180249)
ZPUTNY,None,ZPUTNY19,None,177.8,22051173,1790558,12DLQ,C16DED27-9353-11D6-9595-0002A54212B3,LIVE,ZPUTNY19,ZPUTNY,VENT,528937.8,179159.9,POINT (528937.7999999998 179159.90000000037)
ZSUR30,None,ZSUR3014,None,304.8,25036169,1789730,12CYQ,0D55A2CB-F465-4C78-9F8C-7EFA1A682F6D,LIVE,ZSUR3014,ZSUR30,UNK,522832.9,169024,POINT (522832.9000000004 169024)
ZBURGH,None,ZBURGH01,None,450,22065653,1795926,12HQU,924DDD96-934E-11D6-9595-0002A54212B3,LIVE,ZBURGH01,ZBURGH,FBM,464518.3,165861.2,POINT (464518.2999999998 165861.19999999925)
ZCRCHH,None,ZCRCHH81,None,null,null,7163894,4AKP2,None,LIVE,ZCRCHH81,ZCRCHH,None,531295.12752711,190051.29054064,POINT (531295.1275000004 190051.29050000012)
ZHEDSR,None,ZHEDSR01,None,80,14424355,1796021,12HTH,0C99A911-9351-11D6-9595-0002A54212B3,LIVE,ZHEDSR01,ZHEDSR,UNK,491047.7,188045.30000000002,POINT (491047.7000000002 188045.30000000075)
ZHIGHK,None,ZHIGHK01,None,127,22071625,1796203,12HYJ,1CA2AB14-9350-11D6-9595-0002A54212B3,LIVE,ZHIGHK01,ZHIGHK,FBM,480632.2,180259.5,POINT (480632.2000000002 180259.5)
ZCHESS,None,ZCHESS03,ZCHESS07,101.60000000000001,21875361,1789603,12CV7,696628AF-9352-11D6-9595-0002A54212B3,LIVE,ZCHESS03,ZCHESS07,VENT,519257.8,166243.2,POINT (519257.7999999998 166243.19999999925)
ZWOODF,None,ZWOODF24,None,228.6,22038950,1791257,12E55,0C6FC45C-9358-11D6-9595-0002A54212B3,LIVE,ZWOODF24,ZWOODF,VENT,541273.67463673,188283.52580301,POINT (541273.6745999996 188283.52580000088)
ZBRETT,None,ZBRETT01,None,152.4,25501628,1796237,12HZH,4CC7DCA0-9349-11D6-9595-0002A54212B3,LIVE,ZBRETT01,ZBRETT,UNK,443860.8,240035.80000000002,POINT (443860.7999999998 240035.80000000075)
ZOXLWD,None,ZOXLWD36,None,203.20000000000002,16323080,1790903,12DVB,ABFE915E-9355-11D6-9595-0002A54212B3,LIVE,ZOXLWD36,ZOXLWD,VENT,539813.7,174992.30000000002,POINT (539813.7000000002 174992.30000000075)
ZWIDDN,None,ZWIDDN16,None,152.4,25004309,1789491,12CS3,7B9A29DC-9350-11D6-9595-0002A54212B3,LIVE,ZWIDDN,ZWIDDN,VENT,485344.03892916,194187.52784636,POINT (485344.03890000004 194187.52779999934)
None,None,ZOVPRV05,ZOVPRV06,228.6,22098889,1790672,12DOW,222D6EBD-9355-11D6-9595-0002A54212B3,LIVE,ZOVPRV05,ZOVPRV06,VENT,531753.2,178530,POINT (531753.2000000002 178530)
ZBRIGT,None,ZBRIGT01,None,101.60000000000001,22127893,1795786,12HMY,63537A92-934D-11D6-9595-0002A54212B3,LIVE,ZBRIGT01,ZBRIGT,UNK,442560.8,179368,POINT (442560.7999999998 179368)
ZOXLWD,ZCSTWD,None,None,300,25794453,1796053,12HUD,A315D349-26C6-45AB-8225-72D0F337AB20,LIVE,ZOXLWD,ZCSTWD,UNK,542519.2,174830.80000000002,POINT (542519.2000000002 174830.80000000075)
ZPUTNY,None,ZPUTNY20,ZPUTNY22,177.8,22054628,1790493,12DJX,D5018008-9353-11D6-9595-0002A54212B3,LIVE,ZPUTNY20,ZPUTNY22,VENT,529716.3,179006.4,POINT (529716.2999999998 179006.40000000037)
ZHAM36,None,ZHAM3633,None,150,null,9237642,6I0T6,None,LIVE,ZHAM3633,None,None,530271.84942567,176220.62086997,POINT (530271.8493999997 176220.6208999995)
ZMUNSD,None,ZMUNSD05,ZMUNSD01,null,19081418,9370675,6LUHJ,91228933-9350-11D6-9595-0002A54212B3,LIVE,ZMUNSD05,ZMUNSD01,UNK,495884.04725817,142667.55204294,POINT (495884.04729999974 142667.5519999992)
None,None,None,None,350,22131233,1792116,12ET0,BDF82BD9-9347-11D6-9595-0002A54212B3,LIVE,TF000087                      ,None,FBM,419171,227482.6,POINT (419171 227482.59999999963)
None,ZSUHIL,None,ZSUHIL46,304.8,21882209,1790597,12DMT,F48F1568-9353-11D6-9595-0002A54212B3,LIVE,ZWKREGCN,ZSUHIL46,VENT,522202.5,184813.7,POINT (522202.5 184813.69999999925)
ZNORWD,None,ZNORWD42,<Null>,180,26013763,1790520,12DKO,AB780F18-5CC0-4438-9098-96C1CC61E5F5,LIVE,ZNORWD42,ZNORWD,UNK,532870.4,174565.5,POINT (532870.4000000004 174565.5)
ZHAM36,None,None,None,914.4,22171180,1796249,12HZT,46B0C97E-9353-11D6-9595-0002A54212B3,LIVE,ZHAM36,ZWKREGCS,UNK,522157.8,172812.7,POINT (522157.7999999998 172812.69999999925)
ZOXLWD,None,ZOXLWD09,None,null,null,7605054,5J04I,None,LIVE,ZOXLWD,ZOXLWD09,VENT,541061.17723187,177120.81619063,POINT (541061.1771999998 177120.8161999993)
ZSHOTV,None,None,None,450,25483697,1796280,12I0O,190860DB-CE1A-4357-BDB7-2CDB76F4C5E0,LIVE,ZSHOTV,ZWKREGWE,UNK,455891.2,206442,POINT (455891.2000000002 206442)
None,None,None,None,762,25150433,1792422,12F1I,003CEE67-9354-11D6-9595-0002A54212B3,LIVE,ZWKREGCN,None,UNK,523003.10000000003,185862,POINT (523003.0999999996 185862)
ZSUHIL,None,ZSUHIL49,None,null,null,9564558,6P026,None,LIVE,ZWKREGCN,ZSUHIL49,OTH,527925.25483876,180820.05592386,POINT (527925.2548000002 180820.05590000004)
None,None,ZRIVSE17,ZRIVSE18,152.4,19081802,1791581,12EE5,C543EDD4-9357-11D6-9595-0002A54212B3,LIVE,ZRIVSE18,ZRIVSE18,VENT,546435.2,178806.30000000002,POINT (546435.2000000002 178806.30000000075)
ZPUTNY,None,None,ZPUTNY40,101.60000000000001,22049842,1789484,12CRW,B80398FA-9353-11D6-9595-0002A54212B3,LIVE,ZPUTNY,ZPUTNY40,VENT,528039.4,178661,POINT (528039.4000000004 178661)
ZKEMPT,None,ZKEMPT08,None,300,null,9941566,6X3ZM,None,LIVE,ZKEMPT,ZKEMPT08,None,521457.8008,182356.6577,POINT (521457.8008000003 182356.65770000033)
ZHAM30,None,None,ZHAM3005,228.6,22061752,1789975,12D5J,DE3E100B-9352-11D6-9595-0002A54212B3,LIVE,ZHAM30,ZHAM3005,VENT,519011.13835465,175076.07227602,POINT (519011.1383999996 175076.07230000012)
ZCRCHH,None,<Null>,ZCRCHH94,152.4,25126600,1790993,12DXT,07C6AB4F-9356-11D6-9595-0002A54212B3,LIVE,ZCRCHH,ZCRCHH94,VENT,532648.56238582,186862.04198944,POINT (532648.5624000002 186862.04199999943)
ZHAM30,None,ZHAM3012,ZHAM3014,381,22106892,1789449,12CQX,A4F583F4-9353-11D6-9595-0002A54212B3,LIVE,ZHAM3012,ZHAM3014,VENT,527249.8,176275.7,POINT (527249.7999999998 176275.69999999925)
ZMAIDL,None,None,ZMAIDL73,228.6,25740616,1790997,12DXX,2B11CB72-F197-445D-A02D-F6D1F0AFE781,LIVE,ZMAIDL,ZMAIDL73,UNK,530639.15700623,182792.52728567,POINT (530639.1569999997 182792.5273000002)
ZWOODF,None,ZWOODF105,None,304.8,22039308,1791377,12E8H,6D5D74D2-9356-11D6-9595-0002A54212B3,LIVE,ZWOODF105,ZWOODF,VENT,537589.7,189756.9,POINT (537589.7000000002 189756.90000000037)
ZEARLB,None,ZEARLB04,ZEARLB05,400,16354001,1789946,12D4Q,A02ED35D-934F-11D6-9595-0002A54212B3,LIVE,ZEARLB04,ZEARLB05,VENT,475818.8519,170909.8635,POINT (475818.8519000001 170909.8635000009)
ZWINWD,None,ZWINWD01,None,101.60000000000001,21876261,1789458,12CR6,58F040D1-9350-11D6-9595-0002A54212B3,LIVE,ZWINWD01,ZWINWD,VENT,481439.4,198077.2,POINT (481439.4000000004 198077.19999999925)
ZNORWD,None,ZNORWD15,None,101.60000000000001,22039264,1790773,12DRP,577A13FE-9355-11D6-9595-0002A54212B3,LIVE,ZNORWD15,None,VENT,534071.0384,173666.1814,POINT (534071.0384 173666.1813999992)
ZPUTNY,None,ZPUTNY41,None,101.60000000000001,14877805,1790237,12DCT,B80394AE-9353-11D6-9595-0002A54212B3,LIVE,ZPUTNY41,ZPUTNY,VENT,528635.8,178941,POINT (528635.7999999998 178941)
ZTILEH,None,ZTILEH12,ZTILEH11,228.6,16311129,1789297,12CMP,7E4D14F9-934F-11D6-9595-0002A54212B3,LIVE,ZTILEH12,ZTILEH11,VENT,470191.60000000003,173802.1,POINT (470191.5999999996 173802.09999999963)
ZWOODF,None,ZWOODF30,ZWOODF141,127,22038511,1791035,12DYZ,785D33C9-9356-11D6-9595-0002A54212B3,LIVE,ZWOODF30,ZWOODF141,VENT,538675.8,187914,POINT (538675.7999999998 187914)
ZOXLWD,None,None,ZOXLWD39,300,25081303,1790767,12DRJ,F87A6ACA-2B7D-437B-9760-3E1C06F961B5,LIVE,ZOXLWD,ZOXLWD39,UNK,536430.1,174610.9,POINT (536430.0999999996 174610.90000000037)
ZCHIVY,ZDANCE,ZCHIVY01,None,76.2,26192406,1796377,12I3D,D2247205-7307-4BB6-AAB7-0A735E860E12,LIVE,ZDANCE,ZCHIVY,UNK,490455.60000000003,208794.80000000002,POINT (490455.5999999996 208794.80000000075)
ZSEWRD,None,ZSEWRD39,ZSEWRD11,254,21831957,1791102,12E0U,D1637F5D-9356-11D6-9595-0002A54212B3,LIVE,ZSEWRD39,ZSEWRD11,VENT,534442.6506,197484.4301,POINT (534442.6506000003 197484.43009999953)
ZSHOTV,None,ZSHOTV01,None,127,21871213,1789069,12CGD,B9643935-9349-11D6-9595-0002A54212B3,LIVE,ZSHOTV01,ZSHOTV,VENT,455561,207525.2,POINT (455561 207525.19999999925)
ZWSTRM,None,ZWSTRM01,None,203.20000000000002,25156423,1796014,12HTA,F3A97092-9356-11D6-9595-0002A54212B3,LIVE,ZWSTRM01,ZWSTRM,UNK,542903.1,155831.4,POINT (542903.0999999996 155831.40000000037)
ZHAM36,ZSSPRV,None,ZSSPRV01,177.8,25085996,1795797,12HN9,1001C9DC-9355-11D6-9595-0002A54212B3,LIVE,ZHAM36,ZSSPRV01,VENT,530394.7,176295.80000000002,POINT (530394.7000000002 176295.80000000075)
ZPUTNY,None,ZPUTNY19,ZPUTNY22,177.8,22050937,1790402,12DHE,CBC93C9A-9353-11D6-9595-0002A54212B3,LIVE,ZPUTNY19,ZPUTNY22,VENT,529432.6,178678,POINT (529432.5999999996 178678)
ZNUNHL,None,ZNUNHL01,ZNUNHL08,180,null,7602348,5JY0C,None,LIVE,ZNUNHL01,ZNUNHL08,VENT,534524.33724584,175610.9671404,POINT (534524.3372 175610.9671)
ZNEWFM,None,None,None,300,25833122,1796356,12I2S,A1D9C6A6-0637-4AC8-86A9-E7F0E8F96981,LIVE,ZWKREGWE,ZWKREGWE,UNK,475722.3,182298.6,POINT (475722.2999999998 182298.59999999963)
ZWOODL,None,ZWOODL01,None,150,25748421,1795975,12HS7,F0003DBC-6FC0-4D85-BDEB-3B2213949730,LIVE,ZWOODL01,ZWOODL,UNK,464701.7,181292.30000000002,POINT (464701.7000000002 181292.30000000075)
ZBEAHL,None,ZBEAHL05,ZBEAHL10,254,22072099,1796128,12HWG,0D6049D4-9349-11D6-9595-0002A54212B3,LIVE,ZBEAHL05,ZBEAHL10,VENT,449185.7,211180.4,POINT (449185.7000000002 211180.40000000037)
ZOVPRV,None,ZOVPRV12,ZOVPRV13,null,null,8232235,5WG17,None,LIVE,ZOVPRV12,ZOVPRV13,VENT,532409.17389639,178940.38772808,POINT (532409.1738999998 178940.38770000078)
ZFRNBO,ZBICLY,None,None,450,25303730,1795893,12HPX,F64FE5FB-9354-11D6-9595-0002A54212B3,LIVE,ZFRNBO,ZBICLY,UNK,539516.7,169083.2,POINT (539516.7000000002 169083.19999999925)
None,None,None,None,762,22198676,1795794,12HN6,067F9E23-9355-11D6-9595-0002A54212B3,LIVE,ZWKREGCS,None,UNK,530254.7,174351.5,POINT (530254.7000000002 174351.5)
ZCRCHH,None,ZCRCHH82,None,150,null,9671189,6RAC5,None,LIVE,ZCRCHH82,None,HLX,531582.5588,189738.4762,POINT (531582.5587999998 189738.47619999945)
ZNUNHU,None,None,ZNUNHU07,null,null,7988883,5R89F,None,LIVE,ZWKREGCS,ZNUNHU07,VENT,535132.2418,175531.7036,POINT (535132.2418 175531.7036000006)
ZNORWD,None,ZNORWD34,ZNORWD37,177.8,25986879,1790613,12DN9,2B066AA5-9355-11D6-9595-0002A54212B3,LIVE,ZNORWD37,ZNORWD37,VENT,532525,171599.5,POINT (532525 171599.5)
ZWOODF,None,None,None,1066.8,15788474,1795908,12HQC,E0D47DD0-9356-11D6-9595-0002A54212B3,LIVE,ZWOODF,ZWKREGEN,UNK,536215.2,192630,POINT (536215.2000000002 192630)
ZTILEH,None,ZTILEH01,None,304.8,16309798,1795970,12HS2,7E4D31BE-934F-11D6-9595-0002A54212B3,LIVE,ZTILEH,ZTILEH,UNK,471115.3067,173092.8575,POINT (471115.3066999996 173092.85749999993)
